fileName,sample,individual,tissue,raw.single.reads
G60177.GTEX-131YS-2326.2,GTEX-131YS-2326-SM-5IJFJ,GTEX-131YS,Uterus,92346666
G26633.GTEX-WH7G-2626-SM-3NMBE.1,GTEX-WH7G-2626-SM-3NMBE,GTEX-WH7G,Nerve - Tibial,101760000
G59944.GTEX-131XG-2326.2,GTEX-131XG-2326-SM-5HL8F,GTEX-131XG,Muscle - Skeletal,84080000
G59130.GTEX-11ZTS-3026.6,GTEX-11ZTS-3026-SM-5EQM7,GTEX-11ZTS,Minor Salivary Gland,75920000
G60576.GTEX-1399R-1726.2,GTEX-1399R-1726-SM-5K7YJ,GTEX-1399R,Heart - Atrial Appendage,70653333
G25660.GTEX-WQUQ-0426-SM-3MJFU.1,GTEX-WQUQ-0426-SM-3MJFU,GTEX-WQUQ,Skin - Sun Exposed (Lower leg),122946666
G25891.GTEX-OIZH-2126-SM-3NB1P.2,GTEX-OIZH-2126-SM-3NB1P,GTEX-OIZH,Testis,123933333
G59799.GTEX-11EQ9-0926.2,GTEX-11EQ9-0926-SM-5HL6I,GTEX-11EQ9,Esophagus - Gastroesophageal Junction,69786666
G16589.GTEX-NPJ8-0011-R6a.2,GTEX-NPJ8-0011-R6a-SM-2HMKB,GTEX-NPJ8,Brain - Nucleus accumbens (basal ganglia),118533333
G25641.GTEX-WVLH-0011-R7A-SM-3MJFB.1,GTEX-WVLH-0011-R7A-SM-3MJFB,GTEX-WVLH,Brain - Putamen (basal ganglia),120240000
G19406.GTEX-S7SE-0726-SM-2XCD7.1,GTEX-S7SE-0726-SM-2XCD7,GTEX-S7SE,Thyroid,75946666
G59558.GTEX-11OF3-3126.2,GTEX-11OF3-3126-SM-5GU5E,GTEX-11OF3,Brain - Cerebellum,61946666
G61998.GTEX-13CF3-1026.2,GTEX-13CF3-1026-SM-5LZWY,GTEX-13CF3,Pancreas,82960000
G34711.GTEX-XV7Q-1626-SM-4BRWC.1,GTEX-XV7Q-1626-SM-4BRWC,GTEX-XV7Q,Vagina,63973333
G60692.GTEX-13N2G-1826.2,GTEX-13N2G-1826-SM-5KM1I,GTEX-13N2G,Prostate,67226666
G20871.GTEX-QDT8-0011-R4A-SM-32PKM.1,GTEX-QDT8-0011-R4A-SM-32PKM,GTEX-QDT8,Brain - Amygdala,195080000
G47048.GTEX-Y5LM-1226.3,GTEX-Y5LM-1226-SM-4VDT6,GTEX-Y5LM,Esophagus - Gastroesophageal Junction,85160000
G60754.GTEX-13N11-0226.2,GTEX-13N11-0226-SM-5KM3C,GTEX-13N11,Pancreas,60573333
G62681.GTEX-144GN-0626.2,GTEX-144GN-0626-SM-5O9B2,GTEX-144GN,Esophagus - Mucosa,88880000
G59624.GTEX-ZZ64-0626.3,GTEX-ZZ64-0626-SM-5GZWR,GTEX-ZZ64,Adipose - Visceral (Omentum),86586666
G59234.GTEX-12696-2726.3,GTEX-12696-2726-SM-5FQUL,GTEX-12696,Artery - Tibial,79266666
G61867.GTEX-145MO-2826.2,GTEX-145MO-2826-SM-5LU96,GTEX-145MO,Skin - Not Sun Exposed (Suprapubic),66413333
G59951.GTEX-ZAB4-0526.2,GTEX-ZAB4-0526-SM-5HL7Z,GTEX-ZAB4,Artery - Aorta,78906666
G62336.GTEX-11GS4-1426.2,GTEX-11GS4-1426-SM-5N9D2,GTEX-11GS4,Esophagus - Muscularis,77560000
G62796.GTEX-13SLX-0011-R5a.3,GTEX-13SLX-0011-R5a-SM-5O9BV,GTEX-13SLX,Brain - Caudate (basal ganglia),138653333
G18670.GTEX-RVPV-0226-SM-2TF6W.1,GTEX-RVPV-0226-SM-2TF6W,GTEX-RVPV,Artery - Tibial,104333333
G62661.GTEX-ZTPG-0226.2,GTEX-ZTPG-0226-SM-5O99I,GTEX-ZTPG,Adipose - Subcutaneous,91346666
G52272.GTEX-ZXG5-0011-R8a.1,GTEX-ZXG5-0011-R8a-SM-57WD1,GTEX-ZXG5,Brain - Hypothalamus,201853333
G65661.GTEX-147GR-0011-R4a.2,GTEX-147GR-0011-R4a-SM-5S2V2,GTEX-147GR,Brain - Amygdala,91986666
G19475.GTEX-PVOW-0626-SM-2XCF6.2,GTEX-PVOW-0626-SM-2XCF6,GTEX-PVOW,Nerve - Tibial,160453333
G53846.GTEX-131XF-2426.2,GTEX-131XF-2426-SM-5BC6C,GTEX-131XF,Nerve - Tibial,95226666
G35318.GTEX-U3ZM-0226-SM-4DXTA.7,GTEX-U3ZM-0226-SM-4DXTA,GTEX-U3ZM,Adrenal Gland,79786666
G21082.GTEX-S7SE-0008-SM-33HB1.1,GTEX-S7SE-0008-SM-33HB1,GTEX-S7SE,Cells - Transformed fibroblasts,163280000
G52506.GTEX-11EI6-0726.3,GTEX-11EI6-0726-SM-59866,GTEX-11EI6,Thyroid,82560000
G58353.GTEX-11ZU8-1526.2,GTEX-11ZU8-1526-SM-5EGHX,GTEX-11ZU8,Esophagus - Mucosa,64026666
G26718.GTEX-X3Y1-2026-SM-3P5YM.2,GTEX-X3Y1-2026-SM-3P5YM,GTEX-X3Y1,Skin - Not Sun Exposed (Suprapubic),109133333
G60019.GTEX-1399S-0426.1,GTEX-1399S-0426-SM-5IFG5,GTEX-1399S,Adrenal Gland,85280000
G60309.GTEX-13N2G-2326.2,GTEX-13N2G-2326-SM-5J1ON,GTEX-13N2G,Muscle - Skeletal,153173333
G25959.GTEX-WK11-0526-SM-3NB3O.2,GTEX-WK11-0526-SM-3NB3O,GTEX-WK11,Lung,134013333
G62011.GTEX-13FLV-0011-R3b.2,GTEX-13FLV-0011-R3b-SM-5LZYP,GTEX-13FLV,Brain - Anterior cingulate cortex (BA24),73400000
G16552.GTEX-P4PQ-0326.2,GTEX-P4PQ-0326-SM-2HMJ8,GTEX-P4PQ,Heart - Left Ventricle,118653333
G62160.GTEX-13OW7-0126.2,GTEX-13OW7-0126-SM-5MR3B,GTEX-13OW7,Skin - Sun Exposed (Lower leg),91306666
G60070.GTEX-139TT-0326.2,GTEX-139TT-0326-SM-5IJC3,GTEX-139TT,Nerve - Tibial,74493333
G25931.GTEX-WY7C-2426-SM-3NB2V.2,GTEX-WY7C-2426-SM-3NB2V,GTEX-WY7C,Adipose - Subcutaneous,107880000
G62377.GTEX-11OF3-1326.2,GTEX-11OF3-1326-SM-5N9FJ,GTEX-11OF3,Kidney - Cortex,99066666
G65580.GTEX-WEY5-2026.3,GTEX-WEY5-2026-SM-5SI8D,GTEX-WEY5,Muscle - Skeletal,72080000
G49313.GTEX-ZTX8-0002.2,GTEX-ZTX8-0002-SM-4YCEU,GTEX-ZTX8,Cells - EBV-transformed lymphocytes,136786666
G34433.GTEX-XQ3S-0001-SM-4B64K.3,GTEX-XQ3S-0001-SM-4B64K,GTEX-XQ3S,Cells - EBV-transformed lymphocytes,127333333
G34345.GTEX-S95S-1026-SM-4B64M.3,GTEX-S95S-1026-SM-4B64M,GTEX-S95S,Prostate,87133333
G34323.GTEX-XMD1-0011-R2B-SM-4AT5N.2,GTEX-XMD1-0011-R2B-SM-4AT5N,GTEX-XMD1,Brain - Substantia nigra,67386666
G65710.GTEX-14ABY-0011-R4b.2,GTEX-14ABY-0011-R4b-SM-5S2VN,GTEX-14ABY,Brain - Amygdala,91906666
G61070.GTEX-13VXT-1326.2,GTEX-13VXT-1326-SM-5LU3Y,GTEX-13VXT,Spleen,86533333
G26683.GTEX-P4PQ-0626-SM-3NMCU.1,GTEX-P4PQ-0626-SM-3NMCU,GTEX-P4PQ,Esophagus - Mucosa,103306666
G56362.GTEX-ZYW4-0226.3,GTEX-ZYW4-0226-SM-5E44M,GTEX-ZYW4,Adipose - Subcutaneous,78866666
G49494.GTEX-ZTPG-1526.2,GTEX-ZTPG-1526-SM-51MTF,GTEX-ZTPG,Esophagus - Muscularis,90960000
G60000.GTEX-13CF3-2326.1,GTEX-13CF3-2326-SM-5IFGL,GTEX-13CF3,Adipose - Subcutaneous,80120000
G63956.GTEX-14ABY-0626.2,GTEX-14ABY-0626-SM-5Q5C9,GTEX-14ABY,Testis,80160000
G59554.GTEX-11DXZ-0626.2,GTEX-11DXZ-0626-SM-5GU77,GTEX-11DXZ,Heart - Left Ventricle,68093333
G49176.GTEX-ZPU1-1726.1,GTEX-ZPU1-1726-SM-4WWFV,GTEX-ZPU1,Colon - Sigmoid,105466666
G35311.GTEX-U3ZN-2026-SM-4DXUC.7,GTEX-U3ZN-2026-SM-4DXUC,GTEX-U3ZN,Stomach,78333333
G19378.GTEX-S3XE-1626-SM-3K2AJ.1,GTEX-S3XE-1626-SM-3K2AJ,GTEX-S3XE,Adipose - Subcutaneous,94440000
G16763.GTEX-P78B-0526.4,GTEX-P78B-0526-SM-2I5F7,GTEX-P78B,Thyroid,188720000
G45974.GTEX-WYVS-1026.2,GTEX-WYVS-1026-SM-4SOJW,GTEX-WYVS,Esophagus - Gastroesophageal Junction,62266666
G42348.GTEX-X4EO-1226.2,GTEX-X4EO-1226-SM-4QARR,GTEX-X4EO,Esophagus - Mucosa,98520000
G52316.GTEX-11H98-0011-R5b.1,GTEX-11H98-0011-R5b-SM-57WCF,GTEX-11H98,Brain - Caudate (basal ganglia),81066666
G61142.GTEX-YB5K-0326.3,GTEX-YB5K-0326-SM-5IFJQ,GTEX-YB5K,Artery - Aorta,93000000
G33630.GTEX-RN64-1626-SM-48FD7.5,GTEX-RN64-1626-SM-48FD7,GTEX-RN64,Kidney - Cortex,78306666
G49017.GTEX-ZGAY-0426.1,GTEX-ZGAY-0426-SM-4WWAM,GTEX-ZGAY,Artery - Coronary,76080000
G18590.GTEX-REY6-0726-SM-2TF4M.1,GTEX-REY6-0726-SM-2TF4M,GTEX-REY6,Artery - Tibial,80360000
G59252.GTEX-12BJ1-2026.3,GTEX-12BJ1-2026-SM-5FQUH,GTEX-12BJ1,Colon - Sigmoid,81893333
G35272.GTEX-TML8-1526-SM-4DXUX.7,GTEX-TML8-1526-SM-4DXUX,GTEX-TML8,Esophagus - Mucosa,64413333
G26670.GTEX-P4QR-0226-SM-3NMCH.1,GTEX-P4QR-0226-SM-3NMCH,GTEX-P4QR,Testis,109800000
G60723.GTEX-13OVL-1926.2,GTEX-13OVL-1926-SM-5KM14,GTEX-13OVL,Esophagus - Muscularis,89706666
G16716.GTEX-NPJ7-0011-R8a.3,GTEX-NPJ7-0011-R8a-SM-2I3G2,GTEX-NPJ7,Brain - Hypothalamus,87453333
G62235.GTEX-13PL7-1226.2,GTEX-13PL7-1226-SM-5SIAR,GTEX-13PL7,Adipose - Visceral (Omentum),84320000
G32404.GTEX-QV31-0226-SM-447BO.2,GTEX-QV31-0226-SM-447BO,GTEX-QV31,Pancreas,61920000
G62741.GTEX-11GSO-0005.3,GTEX-11GSO-0005-SM-5O9CA,GTEX-11GSO,Whole Blood,123600000
G59359.GTEX-13111-1126.2,GTEX-13111-1126-SM-5GCMZ,GTEX-13111,Esophagus - Gastroesophageal Junction,68573333
G49506.GTEX-ZTX8-1726.2,GTEX-ZTX8-1726-SM-51MSB,GTEX-ZTX8,Nerve - Tibial,92906666
G34270.GTEX-XGQ4-0126-SM-4AT4H.2,GTEX-XGQ4-0126-SM-4AT4H,GTEX-XGQ4,Spleen,73280000
G62086.GTEX-13NYS-0126.2,GTEX-13NYS-0126-SM-5MR3W,GTEX-13NYS,Skin - Sun Exposed (Lower leg),86573333
G53876.GTEX-11P82-1026.2,GTEX-11P82-1026-SM-5BC5J,GTEX-11P82,Colon - Transverse,75200000
G59230.GTEX-11ZVC-0726.3,GTEX-11ZVC-0726-SM-5FQT9,GTEX-11ZVC,Liver,89520000
G60864.GTEX-1399T-2626.2,GTEX-1399T-2626-SM-5L3E4,GTEX-1399T,Artery - Tibial,73413333
G56130.GTEX-Z9EW-0326.2,GTEX-Z9EW-0326-SM-5CVM8,GTEX-Z9EW,Esophagus - Gastroesophageal Junction,84386666
G59456.GTEX-ZYFD-2926.4,GTEX-ZYFD-2926-SM-5GID9,GTEX-ZYFD,Brain - Cerebellum,120466666
G21081.GTEX-S4Z8-0008-SM-33HAZ.1,GTEX-S4Z8-0008-SM-33HAZ,GTEX-S4Z8,Cells - Transformed fibroblasts,131506666
G61010.GTEX-13OVL-0011-R10a.2,GTEX-13OVL-0011-R10a-SM-5L3GS,GTEX-13OVL,Brain - Frontal Cortex (BA9),74760000
G56238.GTEX-13112-2926.2,GTEX-13112-2926-SM-5DUWT,GTEX-13112,Brain - Cerebellum,63293333
G48993.GTEX-ZPU1-0006.1,GTEX-ZPU1-0006-SM-4WWAT,GTEX-ZPU1,Whole Blood,95680000
G63126.GTEX-117YW-1826.2,GTEX-117YW-1826-SM-5PNY5,GTEX-117YW,Colon - Transverse,99226666
G61843.GTEX-145LT-0426.2,GTEX-145LT-0426-SM-5LUAP,GTEX-145LT,Testis,64733333
G26731.GTEX-WHSE-0011-R7A-SM-3P5YZ.2,GTEX-WHSE-0011-R7A-SM-3P5YZ,GTEX-WHSE,Brain - Putamen (basal ganglia),119360000
G60410.GTEX-139TU-1226.3,GTEX-139TU-1226-SM-5J2NL,GTEX-139TU,Esophagus - Mucosa,88973333
G41021.GTEX-WH7G-1726-SM-4LVKY.3,GTEX-WH7G-1726-SM-4LVKY,GTEX-WH7G,Prostate,58626666
G65677.GTEX-YFC4-0926.2,GTEX-YFC4-0926-SM-5S2U7,GTEX-YFC4,Artery - Tibial,77360000
G60560.GTEX-139TS-0011-R7a.2,GTEX-139TS-0011-R7a-SM-5K7X7,GTEX-139TS,Brain - Putamen (basal ganglia),94706666
G58552.GTEX-11VI4-0326.2,GTEX-11VI4-0326-SM-5EQ6L,GTEX-11VI4,Stomach,63280000
G62064.GTEX-13G51-0011-R2b.2,GTEX-13G51-0011-R2b-SM-5LZXS,GTEX-13G51,Brain - Substantia nigra,63226666
G34369.GTEX-XOT4-0426-SM-4B66T.3,GTEX-XOT4-0426-SM-4B66T,GTEX-XOT4,Artery - Tibial,110586666
G25189.GTEX-WL46-3026-SM-3LK7Z.1,GTEX-WL46-3026-SM-3LK7Z,GTEX-WL46,Pituitary,87080000
G52378.GTEX-ZTSS-1426.3,GTEX-ZTSS-1426-SM-5985P,GTEX-ZTSS,Skin - Not Sun Exposed (Suprapubic),81520000
G61030.GTEX-13W3W-1326.2,GTEX-13W3W-1326-SM-5LU4T,GTEX-13W3W,Adrenal Gland,70133333
G59814.GTEX-11P7K-1026.2,GTEX-11P7K-1026-SM-5HL6Y,GTEX-11P7K,Testis,78466666
G65266.GTEX-145LV-1226.2,GTEX-145LV-1226-SM-5S2QH,GTEX-145LV,Prostate,63933333
G19370.GTEX-S4UY-0226-SM-3K2AP.1,GTEX-S4UY-0226-SM-3K2AP,GTEX-S4UY,Adipose - Subcutaneous,216573333
G34466.GTEX-XQ8I-1726-SM-4BOQB.7,GTEX-XQ8I-1726-SM-4BOQB,GTEX-XQ8I,Spleen,57413333
G34339.GTEX-QDVN-0726-SM-4B64L.3,GTEX-QDVN-0726-SM-4B64L,GTEX-QDVN,Lung,94813333
G42367.GTEX-XBEC-0526.2,GTEX-XBEC-0526-SM-4QARU,GTEX-XBEC,Artery - Tibial,73093333
G64365.GTEX-13QJC-0826.1,GTEX-13QJC-0826-SM-5RQKC,GTEX-13QJC,Thyroid,75573333
G56355.GTEX-ZZPU-2626.3,GTEX-ZZPU-2626-SM-5E45Y,GTEX-ZZPU,Muscle - Skeletal,89920000
G16774.GTEX-OHPN-0011-R7A.3,GTEX-OHPN-0011-R7A-SM-2I5FI,GTEX-OHPN,Brain - Putamen (basal ganglia),118866666
G33649.GTEX-REY6-1226-SM-48FDR.4,GTEX-REY6-1226-SM-48FDR,GTEX-REY6,Liver,76800000
G64402.GTEX-14BMU-1326.1,GTEX-14BMU-1326-SM-5RQIH,GTEX-14BMU,Colon - Sigmoid,74066666
G26578.GTEX-WZTO-0006-SM-3NM9T.1,GTEX-WZTO-0006-SM-3NM9T,GTEX-WZTO,Whole Blood,124440000
G58551.GTEX-11UD2-0426.2,GTEX-11UD2-0426-SM-5EQ5W,GTEX-11UD2,Nerve - Tibial,76973333
G62029.GTEX-13FLV-0011-R5a.2,GTEX-13FLV-0011-R5a-SM-5LZWT,GTEX-13FLV,Brain - Caudate (basal ganglia),74573333
G23338.GTEX-UPIC-0226-SM-3GADO.1,GTEX-UPIC-0226-SM-3GADO,GTEX-UPIC,Thyroid,77746666
G64260.GTEX-14B4R-0526.1,GTEX-14B4R-0526-SM-5QGQT,GTEX-14B4R,Adipose - Visceral (Omentum),57960000
G35190.GTEX-SUCS-0526-SM-4DM56.1,GTEX-SUCS-0526-SM-4DM56,GTEX-SUCS,Adrenal Gland,55373333
G25135.GTEX-OXRO-0226-SM-3LK6F.1,GTEX-OXRO-0226-SM-3LK6F,GTEX-OXRO,Adipose - Subcutaneous,87120000
G63887.GTEX-12KS4-0126.2,GTEX-12KS4-0126-SM-5Q5A5,GTEX-12KS4,Breast - Mammary Tissue,76893333
G60860.GTEX-139D8-1226.2,GTEX-139D8-1226-SM-5L3ED,GTEX-139D8,Artery - Aorta,69306666
G34489.GTEX-XUJ4-0226-SM-4BOP8.7,GTEX-XUJ4-0226-SM-4BOP8,GTEX-XUJ4,Spleen,58786666
G60832.GTEX-13CF2-0011-R2a.2,GTEX-13CF2-0011-R2a-SM-5L3DC,GTEX-13CF2,Brain - Substantia nigra,81400000
G25723.GTEX-NPJ7-1326-SM-3MJHO.1,GTEX-NPJ7-1326-SM-3MJHO,GTEX-NPJ7,Artery - Coronary,114880000
G61853.GTEX-145MF-0526.2,GTEX-145MF-0526-SM-5LUA6,GTEX-145MF,Adipose - Subcutaneous,72706666
G52529.GTEX-11P81-2726.3,GTEX-11P81-2726-SM-59876,GTEX-11P81,Artery - Tibial,80680000
G33620.GTEX-RM2N-1326-SM-48FCW.4,GTEX-RM2N-1326-SM-48FCW,GTEX-RM2N,Testis,62693333
G59091.GTEX-11TUW-2726.6,GTEX-11TUW-2726-SM-5EQLC,GTEX-11TUW,Skin - Sun Exposed (Lower leg),85880000
G59192.GTEX-12C56-1326.3,GTEX-12C56-1326-SM-5FQSV,GTEX-12C56,Prostate,87506666
G59878.GTEX-12ZZX-0011-R6a.2,GTEX-12ZZX-0011-R6a-SM-5HL8L,GTEX-12ZZX,Brain - Nucleus accumbens (basal ganglia),75480000
G56201.GTEX-12ZZW-0011-R6a.2,GTEX-12ZZW-0011-R6a-SM-5DUVZ,GTEX-12ZZW,Brain - Nucleus accumbens (basal ganglia),69400000
G63907.GTEX-13SLW-2926.2,GTEX-13SLW-2926-SM-5Q5BQ,GTEX-13SLW,Pituitary,69040000
G65704.GTEX-14BMV-1426.2,GTEX-14BMV-1426-SM-5S2WA,GTEX-14BMV,Esophagus - Muscularis,79880000
G40883.GTEX-W5WG-1126-SM-4LMK4.3,GTEX-W5WG-1126-SM-4LMK4,GTEX-W5WG,Adrenal Gland,85680000
G60373.GTEX-132QS-1526.3,GTEX-132QS-1526-SM-5J2MV,GTEX-132QS,Esophagus - Muscularis,85106666
G59842.GTEX-139T4-0011-R9b.2,GTEX-139T4-0011-R9b-SM-5HL6S,GTEX-139T4,Brain - Spinal cord (cervical c-1),67973333
G45208.GTEX-YFC4-0011-R4a.2,GTEX-YFC4-0011-R4a-SM-4RGLQ,GTEX-YFC4,Brain - Amygdala,100173333
G25176.GTEX-WFON-2326-SM-3LK7M.1,GTEX-WFON-2326-SM-3LK7M,GTEX-WFON,Muscle - Skeletal,117480000
G35260.GTEX-TKQ2-1226-SM-4DXSV.7,GTEX-TKQ2-1226-SM-4DXSV,GTEX-TKQ2,Esophagus - Muscularis,79840000
G64200.GTEX-14A5H-0826.1,GTEX-14A5H-0826-SM-5QGPJ,GTEX-14A5H,Skin - Not Sun Exposed (Suprapubic),53640000
G59123.GTEX-11ZTT-1726.6,GTEX-11ZTT-1726-SM-5EQL4,GTEX-11ZTT,Uterus,81306666
G60164.GTEX-ZDYS-1226.2,GTEX-ZDYS-1226-SM-5IJF3,GTEX-ZDYS,Prostate,90693333
G33807.GTEX-Q2AI-0426-SM-48U13.3,GTEX-Q2AI-0426-SM-48U13,GTEX-Q2AI,Pancreas,61706666
G46570.GTEX-Y3I4-1726.2,GTEX-Y3I4-1726-SM-4TT89,GTEX-Y3I4,Skin - Not Sun Exposed (Suprapubic),102653333
G34249.GTEX-XGQ4-0005-SM-4AT5U.2,GTEX-XGQ4-0005-SM-4AT5U,GTEX-XGQ4,Whole Blood,59173333
G35305.GTEX-U3ZN-1026-SM-4DXTC.7,GTEX-U3ZN-1026-SM-4DXTC,GTEX-U3ZN,Ovary,74613333
G59565.GTEX-11ONC-1526.2,GTEX-11ONC-1526-SM-5GU6S,GTEX-11ONC,Esophagus - Mucosa,67213333
G35292.GTEX-U3ZH-1926-SM-4DXTR.7,GTEX-U3ZH-1926-SM-4DXTR,GTEX-U3ZH,Muscle - Skeletal,76466666
G33916.GTEX-PWOO-0326-SM-48TDB.1,GTEX-PWOO-0326-SM-48TDB,GTEX-PWOO,Adrenal Gland,73640000
G62879.GTEX-11ONC-2826.3,GTEX-11ONC-2826-SM-5P9GQ,GTEX-11ONC,Pituitary,119693333
G18431.GTEX-QVJO-1626-SM-2S1QW.1,GTEX-QVJO-1626-SM-2S1QW,GTEX-QVJO,Skin - Sun Exposed (Lower leg),77893333
G59093.GTEX-11WQK-0526.6,GTEX-11WQK-0526-SM-5EQLD,GTEX-11WQK,Skin - Sun Exposed (Lower leg),99280000
G62779.GTEX-1445S-3026.3,GTEX-1445S-3026-SM-5O9BR,GTEX-1445S,Brain - Cortex,104653333
G61053.GTEX-13QBU-1526.2,GTEX-13QBU-1526-SM-5LU3W,GTEX-13QBU,Ovary,84906666
G35247.GTEX-SJXC-0008-SM-4DM7G.1,GTEX-SJXC-0008-SM-4DM7G,GTEX-SJXC,Cells - Transformed fibroblasts,64920000
G33960.GTEX-S33H-0326-SM-4AD6N.3,GTEX-S33H-0326-SM-4AD6N,GTEX-S33H,Breast - Mammary Tissue,76280000
G35614.GTEX-NL4W-0008-SM-4E3I2.4,GTEX-NL4W-0008-SM-4E3I2,GTEX-NL4W,Cells - Transformed fibroblasts,111226666
G65690.GTEX-14C38-0626.2,GTEX-14C38-0626-SM-5S2TV,GTEX-14C38,Nerve - Tibial,85733333
G45988.GTEX-ZAB4-0011-R4a.2,GTEX-ZAB4-0011-R4a-SM-4SOKB,GTEX-ZAB4,Brain - Amygdala,63306666
G34482.GTEX-XUW1-0426-SM-4BOOT.7,GTEX-XUW1-0426-SM-4BOOT,GTEX-XUW1,Skin - Sun Exposed (Lower leg),58520000
G32936.GTEX-RWS6-1326-SM-47JXB.3,GTEX-RWS6-1326-SM-47JXB,GTEX-RWS6,Uterus,68466666
G59394.GTEX-ZVT4-2426.4,GTEX-ZVT4-2426-SM-5GIEI,GTEX-ZVT4,Skin - Not Sun Exposed (Suprapubic),191186666
G34327.GTEX-XLM4-0011-R9A-SM-4AT45.2,GTEX-XLM4-0011-R9A-SM-4AT45,GTEX-XLM4,Brain - Spinal cord (cervical c-1),66933333
G34354.GTEX-XMK1-0126-SM-4B65F.3,GTEX-XMK1-0126-SM-4B65F,GTEX-XMK1,Spleen,77853333
G60720.GTEX-13OW5-2826.2,GTEX-13OW5-2826-SM-5KM1G,GTEX-13OW5,Colon - Sigmoid,77200000
G60066.GTEX-132Q8-0526.2,GTEX-132Q8-0526-SM-5IJBQ,GTEX-132Q8,Artery - Tibial,88133333
G32751.GTEX-RTLS-2626-SM-46MUJ.2,GTEX-RTLS-2626-SM-46MUJ,GTEX-RTLS,Stomach,72066666
G60847.GTEX-1313W-0011-R5b.2,GTEX-1313W-0011-R5b-SM-5L3EP,GTEX-1313W,Brain - Caudate (basal ganglia),72000000
G59089.GTEX-11TUW-2526.6,GTEX-11TUW-2526-SM-5EQKN,GTEX-11TUW,Muscle - Skeletal,88026666
G19449.GTEX-OIZI-0426-SM-2XCEF.2,GTEX-OIZI-0426-SM-2XCEF,GTEX-OIZI,Nerve - Tibial,104880000
G35559.GTEX-XYKS-2126-SM-4E3IB.4,GTEX-XYKS-2126-SM-4E3IB,GTEX-XYKS,Skin - Sun Exposed (Lower leg),97853333
G58314.GTEX-111YS-1226.2,GTEX-111YS-1226-SM-5EGGJ,GTEX-111YS,Pancreas,76640000
G45910.GTEX-Y111-1826.2,GTEX-Y111-1826-SM-4SOIR,GTEX-Y111,Esophagus - Gastroesophageal Junction,69760000
G64022.GTEX-147F4-0926.1,GTEX-147F4-0926-SM-5Q5EO,GTEX-147F4,Lung,85693333
G60799.GTEX-13O3Q-0011-R7a.2,GTEX-13O3Q-0011-R7a-SM-5KM38,GTEX-13O3Q,Brain - Putamen (basal ganglia),70746666
G60672.GTEX-13D11-0826.2,GTEX-13D11-0826-SM-5KLZJ,GTEX-13D11,Colon - Transverse,82520000
G52388.GTEX-ZQG8-0926.1,GTEX-ZQG8-0926-SM-57WFF,GTEX-ZQG8,Thyroid,93133333
G62520.GTEX-ZVP2-1426.2,GTEX-ZVP2-1426-SM-5NQ7P,GTEX-ZVP2,Esophagus - Gastroesophageal Junction,90613333
G39740.GTEX-V1D1-0926-SM-4JBHQ.1,GTEX-V1D1-0926-SM-4JBHQ,GTEX-V1D1,Thyroid,76306666
G29347.GTEX-OHPL-2026-SM-3TW8R.1,GTEX-OHPL-2026-SM-3TW8R,GTEX-OHPL,Uterus,141600000
G34374.GTEX-XOT4-1126-SM-4B66E.3,GTEX-XOT4-1126-SM-4B66E,GTEX-XOT4,Heart - Atrial Appendage,106786666
G59436.GTEX-ZVT3-0826.4,GTEX-ZVT3-0826-SM-5GIC8,GTEX-ZVT3,Heart - Atrial Appendage,67186666
G62037.GTEX-13G51-2526.2,GTEX-13G51-2526-SM-5LZYK,GTEX-13G51,Skin - Sun Exposed (Lower leg),83786666
G63212.GTEX-13X6I-0011-R9b.2,GTEX-13X6I-0011-R9b-SM-5PNZJ,GTEX-13X6I,Brain - Spinal cord (cervical c-1),111053333
G49107.GTEX-Y3IK-0001.1,GTEX-Y3IK-0001-SM-4WWE1,GTEX-Y3IK,Cells - EBV-transformed lymphocytes,128960000
G19355.GTEX-S7SF-2026-SM-3K2AS.1,GTEX-S7SF-2026-SM-3K2AS,GTEX-S7SF,Muscle - Skeletal,89960000
G52301.GTEX-11OF3-0011-R6b.1,GTEX-11OF3-0011-R6b-SM-57WBG,GTEX-11OF3,Brain - Nucleus accumbens (basal ganglia),93186666
G60624.GTEX-13OW8-1226.2,GTEX-13OW8-1226-SM-5K7XD,GTEX-13OW8,Adipose - Subcutaneous,70906666
G33606.GTEX-R55F-0226-SM-48FCI.4,GTEX-R55F-0226-SM-48FCI,GTEX-R55F,Nerve - Tibial,60546666
G59532.GTEX-11TT1-2226.2,GTEX-11TT1-2226-SM-5GU6B,GTEX-11TT1,Testis,63440000
G59960.GTEX-ZC5H-0326.2,GTEX-ZC5H-0326-SM-5HL9F,GTEX-ZC5H,Muscle - Skeletal,77613333
G25936.GTEX-WWYW-0426-SM-3NB31.2,GTEX-WWYW-0426-SM-3NB31,GTEX-WWYW,Artery - Tibial,118920000
G59228.GTEX-12584-0926.3,GTEX-12584-0926-SM-5FQTN,GTEX-12584,Heart - Left Ventricle,83813333
G40896.GTEX-WEY5-0826-SM-4LMIH.3,GTEX-WEY5-0826-SM-4LMIH,GTEX-WEY5,Vagina,81213333
G59647.GTEX-ZYT6-2326.3,GTEX-ZYT6-2326-SM-5GZY3,GTEX-ZYT6,Skin - Not Sun Exposed (Suprapubic),67080000
G60879.GTEX-13NZ8-2126.2,GTEX-13NZ8-2126-SM-5L3EO,GTEX-13NZ8,Muscle - Skeletal,65640000
